PumpNo,PumpId,PumpName,PumpType,TagNo,TagId,TagType,TagName,TagUOM,TagHiHi,TagHi,TagLow,TagLoLo
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,17,cdf4858847ff4b219b101f5bd1af9442,X1_Phs_Amps_Mtr,Pump 1 - X1_Phs_Amps_Mtr,Amps,1.694233025987,1.505754738374,-1.509897863434,-1.698376151047
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,18,9a38b802ec0c4f2091e2dfe14fcd7889,X2_Phase_Amps_Motor,Pump 1 - X2_Phase_Amps_Motor,Amps,1.682234199704,1.496323756968,-1.478243326808,-1.664153769544
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,19,536ce6e4b51e47bfa38fa1e02569362e,X3_Phase_Amps_Mtr,Pump 1 - X3_Phase_Amps_Mtr,Amps,1.6548632172159,1.4710815251718,-1.4694255475338,-1.6532072395779
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,20,e9ed860a799e40d1948fdf697d841495,Accel_Pump_head_0,Pump 1 - Accel_Pump_head_0,g,29.416983185782,27.097036919284,-10.022103344684,-12.342049611182
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,21,cd6cc8a89b6f4cd99e87da1e608f5cd0,Accel_Pump_base_0,Pump 1 - Accel_Pump_base_0,g,6.708123285877,6.056390371564,-4.371336257444,-5.023069171757
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,22,5780b557b39b409e8398dcb1e9a006c2,Accel_Prot_base_0,Pump 1 - Accel_Prot_base_0,g,8.97068029495,8.04284039655,-6.80259797785,-7.73043787625
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,23,033b35cd2ee341be9993e71c35349904,Accel_Pump_head_90,Pump 1 - Accel_Pump_head_90,g,47.1614400335575,43.180572065005,-20.513315431835,-24.4941834003875
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,24,7de8e357e2e74b7bbac4a8d9b8978d84,Accel_Pump_base_90,Pump 1 - Accel_Pump_base_90,g,4.1752955274625,3.698906561105,-3.923316900615,-4.3997058669725
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,25,d4f58e694bd049d7bdb654dbbd4bb7d4,Accel_Prot_base_90,Pump 1 - Accel_Prot_base_90,g,3.740192077136,3.291296819032,-3.891027310632,-4.339922568736
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,26,6a6aed6978f64525813663f15a11b8db,Discharge_Press,Pump 1 - Discharge_Press,Volts,2.39885067810915,2.2725953792613,0.2525105976957,0.12625529884785
1,b36b347003c645bdaef3833c59f4644b,Pump 1,ESP,27,90ac0725db0b4021aade112fb2d50d7d,Flow meter,Pump 1 - Flow meter,Volts,1.9655281778388,1.8620793263736,0.2068977029304,0.1034488514652
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,28,8ecda630700d40f5984068a4c0d361d0,X1 Phs Volts Mtr,Pump 2 - X1 Phs Volts Mtr,Volts,48.3052703267309,43.0942797346369,-40.2815697388679,-45.492560330962
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,29,2105ef27f23840339788d658cd3ad4db,X2_Phs_Volts_Mtr,Pump 2 - X2_Phs_Volts_Mtr,Volts,45.0055602177672,39.8400771905744,-42.8076512445104,-47.9731342717032
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,30,d102d68c16d2445682ab63a74f9763ac,X3_Phs_Volts_Mtr,Pump 2 - X3_Phs_Volts_Mtr,Volts,48.019862425558,42.864916453245,-39.614219103763,-44.769165076076
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,31,ad9eb9db6d0b4bc6a4b7560551cd2846,X1_Phs_Amps_Mtr,Pump 2 - X1_Phs_Amps_Mtr,Amps,1.694233025987,1.505754738374,-1.509897863434,-1.698376151047
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,32,2877a36de6994496a1239f4ed79f25d5,X2_Phase_Amps_Motor,Pump 2 - X2_Phase_Amps_Motor,Amps,1.682234199704,1.496323756968,-1.478243326808,-1.664153769544
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,33,a85c151efda749e4984cd6ab0ceaa8ab,X3_Phase_Amps_Mtr,Pump 2 - X3_Phase_Amps_Mtr,Amps,1.6548632172159,1.4710815251718,-1.4694255475338,-1.6532072395779
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,34,297d938280924a03a7463e5bd7ac797f,Accel_Pump_head_0,Pump 2 - Accel_Pump_head_0,g,29.416983185782,27.097036919284,-10.022103344684,-12.342049611182
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,35,6ab6e5cc23be40e09018ee6909719638,Accel_Pump_base_0,Pump 2 - Accel_Pump_base_0,g,6.708123285877,6.056390371564,-4.371336257444,-5.023069171757
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,36,e071a89c8a8040f4a8961a39c46a30f7,Accel_Prot_base_0,Pump 2 - Accel_Prot_base_0,g,8.97068029495,8.04284039655,-6.80259797785,-7.73043787625
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,37,b4c0b8ebf28f47cead64415327510bf7,Accel_Pump_head_90,Pump 2 - Accel_Pump_head_90,g,47.1614400335575,43.180572065005,-20.513315431835,-24.4941834003875
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,38,6261a6c46544421baf48516a3bd5c515,Accel_Pump_base_90,Pump 2 - Accel_Pump_base_90,g,4.1752955274625,3.698906561105,-3.923316900615,-4.3997058669725
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,39,b48cfa7c681f452ab42ad2d04673b504,Accel_Prot_base_90,Pump 2 - Accel_Prot_base_90,g,3.740192077136,3.291296819032,-3.891027310632,-4.339922568736
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,40,e9e043f448514b069574953a62bb3c14,Discharge_Press,Pump 2 - Discharge_Press,Volts,2.39885067810915,2.2725953792613,0.2525105976957,0.12625529884785
2,bed83e48f9a24a3783ee2f60d7d4b4b6,Pump 2,ESP,41,dd52aa59b38c47bf8e65ca93969e95fd,Flow meter,Pump 2 - Flow meter,Volts,1.9655281778388,1.8620793263736,0.2068977029304,0.1034488514652
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,42,eacbb0cc6c9649c19f1b233a1a3803ba,X1 Phs Volts Mtr,Pump 3 - X1 Phs Volts Mtr,Volts,48.3052703267309,43.0942797346369,-40.2815697388679,-45.492560330962
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,43,b4b8b5262dab4e31a42485410d93a22d,X2_Phs_Volts_Mtr,Pump 3 - X2_Phs_Volts_Mtr,Volts,45.0055602177672,39.8400771905744,-42.8076512445104,-47.9731342717032
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,44,8518330fefe74151bc588909218a2e62,X3_Phs_Volts_Mtr,Pump 3 - X3_Phs_Volts_Mtr,Volts,48.019862425558,42.864916453245,-39.614219103763,-44.769165076076
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,45,5f1a5c41d30f48ddb35a11e5bf84ecb5,X1_Phs_Amps_Mtr,Pump 3 - X1_Phs_Amps_Mtr,Amps,1.694233025987,1.505754738374,-1.509897863434,-1.698376151047
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,46,d7f49639f547407ab134b9765425ec44,X2_Phase_Amps_Motor,Pump 3 - X2_Phase_Amps_Motor,Amps,1.682234199704,1.496323756968,-1.478243326808,-1.664153769544
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,47,16d44f7f201948aebaf5386d19eeefbb,X3_Phase_Amps_Mtr,Pump 3 - X3_Phase_Amps_Mtr,Amps,1.6548632172159,1.4710815251718,-1.4694255475338,-1.6532072395779
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,48,50be18e495064da2b982f42ebe0775e4,Accel_Pump_head_0,Pump 3 - Accel_Pump_head_0,g,29.416983185782,27.097036919284,-10.022103344684,-12.342049611182
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,49,0401b95c2e294e02bbe8f1a8d5d19248,Accel_Pump_base_0,Pump 3 - Accel_Pump_base_0,g,6.708123285877,6.056390371564,-4.371336257444,-5.023069171757
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,50,e1115404aaff49089c51117de2b959be,Accel_Prot_base_0,Pump 3 - Accel_Prot_base_0,g,8.97068029495,8.04284039655,-6.80259797785,-7.73043787625
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,51,e1cf7a9705184816813178483dd56a81,Accel_Pump_head_90,Pump 3 - Accel_Pump_head_90,g,47.1614400335575,43.180572065005,-20.513315431835,-24.4941834003875
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,52,33fb07156e81425289cdda02ca97de72,Accel_Pump_base_90,Pump 3 - Accel_Pump_base_90,g,4.1752955274625,3.698906561105,-3.923316900615,-4.3997058669725
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,53,dad61c30bed24f38826c5b1bf4f937c9,Accel_Prot_base_90,Pump 3 - Accel_Prot_base_90,g,3.740192077136,3.291296819032,-3.891027310632,-4.339922568736
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,54,527d1e69b9594f3188f145b02e39e51c,Discharge_Press,Pump 3 - Discharge_Press,Volts,2.39885067810915,2.2725953792613,0.2525105976957,0.12625529884785
3,0b8dd69ee102478c88abc1c4f468d75e,Pump 3,ESP,55,e37ab717bdbc4412bb1eea0cace6a8eb,Flow meter,Pump 3 - Flow meter,Volts,1.9655281778388,1.8620793263736,0.2068977029304,0.1034488514652
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,56,691240bb442348bfbbc08f173148d171,X1 Phs Volts Mtr,Pump 4 - X1 Phs Volts Mtr,Volts,48.3052703267309,43.0942797346369,-40.2815697388679,-45.492560330962
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,57,7b70d16194de484b82325030aaa3b243,X2_Phs_Volts_Mtr,Pump 4 - X2_Phs_Volts_Mtr,Volts,45.0055602177672,39.8400771905744,-42.8076512445104,-47.9731342717032
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,58,f8e467c4f74644de9f5cc154261a13b9,X3_Phs_Volts_Mtr,Pump 4 - X3_Phs_Volts_Mtr,Volts,48.019862425558,42.864916453245,-39.614219103763,-44.769165076076
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,59,aeec2cd98c374f2c8002227f23e27965,X1_Phs_Amps_Mtr,Pump 4 - X1_Phs_Amps_Mtr,Amps,1.694233025987,1.505754738374,-1.509897863434,-1.698376151047
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,60,bc0d8f7fe4ea494e8ecd8d618f470434,X2_Phase_Amps_Motor,Pump 4 - X2_Phase_Amps_Motor,Amps,1.682234199704,1.496323756968,-1.478243326808,-1.664153769544
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,61,97ff970c06d247b8b1fd3077e4ba7174,X3_Phase_Amps_Mtr,Pump 4 - X3_Phase_Amps_Mtr,Amps,1.6548632172159,1.4710815251718,-1.4694255475338,-1.6532072395779
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,62,ded88c823b134034981760198e90fd8c,Accel_Pump_head_0,Pump 4 - Accel_Pump_head_0,g,29.416983185782,27.097036919284,-10.022103344684,-12.342049611182
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,63,541c8cdc1cae4cc1ac2c3290609d4054,Accel_Pump_base_0,Pump 4 - Accel_Pump_base_0,g,6.708123285877,6.056390371564,-4.371336257444,-5.023069171757
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,64,0a8916b7c1e74e129a7e726965f0187f,Accel_Prot_base_0,Pump 4 - Accel_Prot_base_0,g,8.97068029495,8.04284039655,-6.80259797785,-7.73043787625
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,65,b3248a65a7344bf89ada0e76b8f4e368,Accel_Pump_head_90,Pump 4 - Accel_Pump_head_90,g,47.1614400335575,43.180572065005,-20.513315431835,-24.4941834003875
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,66,589f244d4de946a9864773d6338d8a2f,Accel_Pump_base_90,Pump 4 - Accel_Pump_base_90,g,4.1752955274625,3.698906561105,-3.923316900615,-4.3997058669725
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,67,bf1c277a7db94828904b53eed0ffc7d0,Accel_Prot_base_90,Pump 4 - Accel_Prot_base_90,g,3.740192077136,3.291296819032,-3.891027310632,-4.339922568736
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,68,d833a6dfacaf498c89a63cc765b6b4e1,Discharge_Press,Pump 4 - Discharge_Press,Volts,2.39885067810915,2.2725953792613,0.2525105976957,0.12625529884785
4,8ae4ab532c2b4e95a6ce9687823f60ed,Pump 4,ESP,69,2736591e56d244eea1a74834372ceb0b,Flow meter,Pump 4 - Flow meter,Volts,1.9655281778388,1.8620793263736,0.2068977029304,0.1034488514652
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,70,2ac9c669fb6041a393810944610f5eb9,X1 Phs Volts Mtr,Pump 5 - X1 Phs Volts Mtr,Volts,48.3052703267309,43.0942797346369,-40.2815697388679,-45.492560330962
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,71,9b416f4f818845a194061b4e3a423589,X2_Phs_Volts_Mtr,Pump 5 - X2_Phs_Volts_Mtr,Volts,45.0055602177672,39.8400771905744,-42.8076512445104,-47.9731342717032
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,72,c56450f9dc1941f99ced6bd3da244fe6,X3_Phs_Volts_Mtr,Pump 5 - X3_Phs_Volts_Mtr,Volts,48.019862425558,42.864916453245,-39.614219103763,-44.769165076076
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,73,83c9e51ee2104f958aaa927b3d420908,X1_Phs_Amps_Mtr,Pump 5 - X1_Phs_Amps_Mtr,Amps,1.694233025987,1.505754738374,-1.509897863434,-1.698376151047
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,74,d0a1088bd3eb418b88176c53d57b83bd,X2_Phase_Amps_Motor,Pump 5 - X2_Phase_Amps_Motor,Amps,1.682234199704,1.496323756968,-1.478243326808,-1.664153769544
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,75,203de34c3ead4cb58f0b11670d34b511,X3_Phase_Amps_Mtr,Pump 5 - X3_Phase_Amps_Mtr,Amps,1.6548632172159,1.4710815251718,-1.4694255475338,-1.6532072395779
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,76,d94d14efa4684ac78166e3735856a1b4,Accel_Pump_head_0,Pump 5 - Accel_Pump_head_0,g,29.416983185782,27.097036919284,-10.022103344684,-12.342049611182
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,77,4ed892d3f6b54f1596bb6f5a08adfddb,Accel_Pump_base_0,Pump 5 - Accel_Pump_base_0,g,6.708123285877,6.056390371564,-4.371336257444,-5.023069171757
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,78,97482f3c718c49de8db174fca758493c,Accel_Prot_base_0,Pump 5 - Accel_Prot_base_0,g,8.97068029495,8.04284039655,-6.80259797785,-7.73043787625
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,79,d9dea830cdec4e539f8ae8bb7c0ea60f,Accel_Pump_head_90,Pump 5 - Accel_Pump_head_90,g,47.1614400335575,43.180572065005,-20.513315431835,-24.4941834003875
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,80,3810f2b32e034960bb587a062fc111c7,Accel_Pump_base_90,Pump 5 - Accel_Pump_base_90,g,4.1752955274625,3.698906561105,-3.923316900615,-4.3997058669725
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,81,2b39d22a7e7f46de8bcee7f39f2e4a87,Accel_Prot_base_90,Pump 5 - Accel_Prot_base_90,g,3.740192077136,3.291296819032,-3.891027310632,-4.339922568736
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,82,2b9b5d15ff7a4087b3112c32bc7c7686,Discharge_Press,Pump 5 - Discharge_Press,Volts,2.39885067810915,2.2725953792613,0.2525105976957,0.12625529884785
5,ac821b2e0e324dab8bcc26248969fa89,Pump 5,ESP,83,e9db5788db0849a6b97b260755e15e32,Flow meter,Pump 5 - Flow meter,Volts,1.9655281778388,1.8620793263736,0.2068977029304,0.1034488514652
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,84,d372d209a47d4caca3b009a8a65baffd,X1 Phs Volts Mtr,Pump 6 - X1 Phs Volts Mtr,Volts,48.3052703267309,43.0942797346369,-40.2815697388679,-45.492560330962
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,85,4fa39de31245431fafc7dce867c7cf5c,X2_Phs_Volts_Mtr,Pump 6 - X2_Phs_Volts_Mtr,Volts,45.0055602177672,39.8400771905744,-42.8076512445104,-47.9731342717032
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,86,8bfccf8fac954ab2b874af8823d9062f,X3_Phs_Volts_Mtr,Pump 6 - X3_Phs_Volts_Mtr,Volts,48.019862425558,42.864916453245,-39.614219103763,-44.769165076076
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,87,a2d46cfe555048a48660de32f91ec93e,X1_Phs_Amps_Mtr,Pump 6 - X1_Phs_Amps_Mtr,Amps,1.694233025987,1.505754738374,-1.509897863434,-1.698376151047
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,88,8dae0eac0db4468a90e6a459c6087169,X2_Phase_Amps_Motor,Pump 6 - X2_Phase_Amps_Motor,Amps,1.682234199704,1.496323756968,-1.478243326808,-1.664153769544
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,89,962512fd14674369a5726e1ee6313c59,X3_Phase_Amps_Mtr,Pump 6 - X3_Phase_Amps_Mtr,Amps,1.6548632172159,1.4710815251718,-1.4694255475338,-1.6532072395779
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,90,76ecb818fd694bc7b80727d62f0b9640,Accel_Pump_head_0,Pump 6 - Accel_Pump_head_0,g,29.416983185782,27.097036919284,-10.022103344684,-12.342049611182
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,91,7dc14968448e49f495a98c80c2aaa011,Accel_Pump_base_0,Pump 6 - Accel_Pump_base_0,g,6.708123285877,6.056390371564,-4.371336257444,-5.023069171757
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,92,cb39bce12e634de3aec9ba54ec059288,Accel_Prot_base_0,Pump 6 - Accel_Prot_base_0,g,8.97068029495,8.04284039655,-6.80259797785,-7.73043787625
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,93,9c07388bc90c41ccb3ed6ac4542bfd11,Accel_Pump_head_90,Pump 6 - Accel_Pump_head_90,g,47.1614400335575,43.180572065005,-20.513315431835,-24.4941834003875
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,94,79c4e077c3994dd3b1dcff45c0d830a7,Accel_Pump_base_90,Pump 6 - Accel_Pump_base_90,g,4.1752955274625,3.698906561105,-3.923316900615,-4.3997058669725
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,95,3f320bfb6dd944008e94eae6af8fe687,Accel_Prot_base_90,Pump 6 - Accel_Prot_base_90,g,3.740192077136,3.291296819032,-3.891027310632,-4.339922568736
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,96,f53bebf370434ef7be9a47bc9fddadb6,Discharge_Press,Pump 6 - Discharge_Press,Volts,2.39885067810915,2.2725953792613,0.2525105976957,0.12625529884785
6,d02b92b7227e4e78932fff26b03d2d3d,Pump 6,ESP,97,fc415e97dc8c4d67ae2f94fd2c25472b,Flow meter,Pump 6 - Flow meter,Volts,1.9655281778388,1.8620793263736,0.2068977029304,0.1034488514652
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,98,f181a9a5b48f488c8fb2f6aa5e77daa5,X1 Phs Volts Mtr,Pump 7 - X1 Phs Volts Mtr,Volts,48.3052703267309,43.0942797346369,-40.2815697388679,-45.492560330962
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,99,d2bc4b2ba41a4c81b8b23fd30238ce55,X2_Phs_Volts_Mtr,Pump 7 - X2_Phs_Volts_Mtr,Volts,45.0055602177672,39.8400771905744,-42.8076512445104,-47.9731342717032
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,100,74d06f383a994f6a8a4392aec8bebed3,X3_Phs_Volts_Mtr,Pump 7 - X3_Phs_Volts_Mtr,Volts,48.019862425558,42.864916453245,-39.614219103763,-44.769165076076
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,101,92308ff103ee47eb97d801c2118dbcf4,X1_Phs_Amps_Mtr,Pump 7 - X1_Phs_Amps_Mtr,Amps,1.694233025987,1.505754738374,-1.509897863434,-1.698376151047
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,102,6e4898fa42874c898d6f337b00bbcabf,X2_Phase_Amps_Motor,Pump 7 - X2_Phase_Amps_Motor,Amps,1.682234199704,1.496323756968,-1.478243326808,-1.664153769544
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,103,f5a0e7bbf7a44f959c46cb72e7bc5851,X3_Phase_Amps_Mtr,Pump 7 - X3_Phase_Amps_Mtr,Amps,1.6548632172159,1.4710815251718,-1.4694255475338,-1.6532072395779
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,104,eb7df7658ea2459bb085c1cf518f665d,Accel_Pump_head_0,Pump 7 - Accel_Pump_head_0,g,29.416983185782,27.097036919284,-10.022103344684,-12.342049611182
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,105,63b5553f7435409da92bfc03b3ea5890,Accel_Pump_base_0,Pump 7 - Accel_Pump_base_0,g,6.708123285877,6.056390371564,-4.371336257444,-5.023069171757
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,106,1b303cebace64cd1b31e03db1d8772df,Accel_Prot_base_0,Pump 7 - Accel_Prot_base_0,g,8.97068029495,8.04284039655,-6.80259797785,-7.73043787625
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,107,7dfa328e18f84019a0931818cefa68ee,Accel_Pump_head_90,Pump 7 - Accel_Pump_head_90,g,47.1614400335575,43.180572065005,-20.513315431835,-24.4941834003875
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,108,1669de931f6f47aaac8bae2c67973af2,Accel_Pump_base_90,Pump 7 - Accel_Pump_base_90,g,4.1752955274625,3.698906561105,-3.923316900615,-4.3997058669725
7,f83b1073a50f48dda046f54f3fc79102,Pump 7,ESP,109,ee5b5389e2674478809cf7cb6f94e3c9,Accel_Prot_base_90,Pump 7 - Accel_Prot_base_90,g,3.740192077136,3.291296819032,-3.891027310632,-4.339922568736
